order_id,date,channel,category,country,device,items,revenue,cogs,new_customer
ORD-001089,2026-04-17,Meta Ads,Home & Living,US,Desktop,3,337.28,191.43,0
ORD-001090,2026-04-17,Organic Search,Apparel,Australia,Mobile,2,141.62,63.49,1
ORD-001091,2026-04-17,Google Ads,Home & Living,US,Desktop,2,271.8,146.33,1
ORD-001092,2026-04-17,Organic Search,Apparel,US,Mobile,2,130.66,56.04,0
ORD-001093,2026-04-17,Meta Ads,Home & Living,Australia,Desktop,2,159.77,86.35,1
ORD-001094,2026-04-17,Organic Search,Apparel,UK,Mobile,1,62.01,27.95,1
ORD-001095,2026-04-17,Google Ads,Electronics,US,Mobile,1,233.76,165.39,0
ORD-001096,2026-04-17,Direct,Home & Living,US,Desktop,1,103.76,52.43,0
ORD-001097,2026-04-17,Meta Ads,Apparel,US,Desktop,1,60.76,26.55,0
ORD-001098,2026-04-17,Google Ads,Apparel,Australia,Desktop,1,41.79,20.44,1
ORD-001099,2026-04-17,Meta Ads,Accessories,UK,Mobile,1,21.77,8.22,0
ORD-001100,2026-04-17,Organic Search,Apparel,US,Desktop,3,164.11,84.63,1
ORD-001101,2026-04-17,Organic Search,Electronics,US,Mobile,2,479.8,307.5,0
ORD-001102,2026-04-17,Organic Search,Electronics,US,Desktop,1,280.37,200.3,0
ORD-001103,2026-04-17,Google Ads,Electronics,US,Desktop,3,895.96,636.47,0
ORD-001104,2026-04-17,Direct,Beauty,US,Mobile,4,196.2,74.29,0
ORD-001105,2026-04-18,Google Ads,Home & Living,UK,Mobile,1,98.36,48.8,1
ORD-001106,2026-04-18,Google Ads,Accessories,Canada,Tablet,2,57.98,21.29,1
ORD-001107,2026-04-18,Direct,Apparel,UK,Mobile,2,106.53,45.64,0
ORD-001108,2026-04-18,Email,Home & Living,Canada,Mobile,3,306.88,163.41,0
ORD-001109,2026-04-18,Organic Search,Apparel,Australia,Desktop,1,64.56,26.53,1
ORD-001110,2026-04-18,Organic Search,Apparel,US,Desktop,3,141.27,54.63,0
ORD-001111,2026-04-18,Organic Search,Beauty,US,Desktop,2,58.79,21.34,0
ORD-001112,2026-04-18,Organic Search,Apparel,US,Desktop,1,56.91,23.9,0
ORD-001113,2026-04-18,Direct,Home & Living,Turkey,Tablet,1,82.26,49.87,0
ORD-001114,2026-04-18,Organic Search,Beauty,US,Desktop,2,57.53,24.07,0
ORD-001115,2026-04-18,Email,Apparel,Turkey,Tablet,1,66.58,30.28,0
ORD-001116,2026-04-18,Meta Ads,Electronics,UK,Mobile,1,264.39,186.78,1
ORD-001117,2026-04-18,Direct,Beauty,US,Desktop,1,42.07,15.21,0
ORD-001118,2026-04-18,Google Ads,Accessories,Turkey,Desktop,1,33.85,15.4,0
ORD-001119,2026-04-18,Meta Ads,Apparel,Germany,Desktop,1,54.99,25.54,1
ORD-001120,2026-04-18,Direct,Accessories,US,Mobile,1,28.26,11.12,1
ORD-001121,2026-04-18,Google Ads,Accessories,US,Desktop,3,80.28,34.51,0
ORD-001122,2026-04-18,Google Ads,Home & Living,US,Mobile,2,217.61,130.4,1
ORD-001123,2026-04-18,Meta Ads,Electronics,US,Desktop,1,305.98,224.96,1
ORD-001124,2026-04-18,Meta Ads,Beauty,US,Mobile,2,75.02,25.98,0
ORD-001125,2026-04-18,Direct,Beauty,Germany,Desktop,2,64.97,21.27,1
ORD-001126,2026-04-18,Direct,Electronics,US,Desktop,1,224.62,160.05,0
ORD-001127,2026-04-18,Meta Ads,Accessories,US,Mobile,1,40.42,15.82,0
ORD-001128,2026-04-18,Direct,Accessories,US,Mobile,1,37.38,15.13,0
ORD-001129,2026-04-19,Meta Ads,Apparel,Australia,Desktop,1,63.88,27.83,0
ORD-001130,2026-04-19,Google Ads,Accessories,Germany,Desktop,1,37.85,16.89,0
ORD-001131,2026-04-19,Organic Search,Electronics,Turkey,Mobile,1,135.03,94.81,0
ORD-001132,2026-04-19,Google Ads,Electronics,US,Desktop,1,257.81,195.71,1
ORD-001133,2026-04-19,Google Ads,Apparel,US,Mobile,4,239.43,115.14,1
ORD-001134,2026-04-19,Direct,Accessories,US,Desktop,2,57.89,24.37,0
ORD-001135,2026-04-19,Direct,Home & Living,Canada,Desktop,1,106.84,58.47,0
ORD-001136,2026-04-19,Organic Search,Electronics,Australia,Desktop,3,663.02,451.44,0
ORD-001137,2026-04-19,Organic Search,Apparel,Turkey,Mobile,1,53.27,24.59,0
ORD-001138,2026-04-19,Email,Beauty,US,Desktop,1,31.69,13.8,0
ORD-001139,2026-04-19,Google Ads,Accessories,UK,Tablet,2,76.13,36.07,0
ORD-001140,2026-04-19,Meta Ads,Electronics,US,Desktop,1,291.67,198.95,1
ORD-001141,2026-04-19,Google Ads,Apparel,US,Desktop,2,92.82,41.54,0
ORD-001142,2026-04-19,Meta Ads,Apparel,US,Mobile,3,167.87,76.45,0
ORD-001143,2026-04-19,Direct,Apparel,Germany,Desktop,4,237.39,103.47,0
ORD-001144,2026-04-19,Email,Beauty,UK,Mobile,1,38.77,12.78,0
ORD-001145,2026-04-19,Direct,Accessories,US,Mobile,2,80.6,35.63,1
ORD-001146,2026-04-19,Email,Accessories,Germany,Tablet,1,39.95,17.13,0
ORD-001147,2026-04-19,Organic Search,Beauty,Australia,Tablet,2,82.7,33.6,0
ORD-001148,2026-04-19,Email,Apparel,US,Tablet,1,67.44,28.48,0
ORD-001149,2026-04-19,Organic Search,Accessories,US,Mobile,2,62.42,25.84,0
ORD-001150,2026-04-19,Meta Ads,Electronics,Canada,Mobile,1,366.88,254.24,0
ORD-001151,2026-04-19,Meta Ads,Electronics,Australia,Mobile,4,1189.5,845.68,1
ORD-001152,2026-04-19,Organic Search,Beauty,Australia,Mobile,4,112.58,44.31,0
ORD-001153,2026-04-19,Google Ads,Apparel,US,Desktop,1,72.96,34.52,0
ORD-001154,2026-04-19,Organic Search,Beauty,UK,Mobile,3,126.26,50.34,0
ORD-001155,2026-04-19,Google Ads,Accessories,Turkey,Mobile,1,37.47,16.35,0
ORD-001156,2026-04-19,Organic Search,Beauty,US,Mobile,3,90.2,34.25,0
ORD-001157,2026-04-19,Google Ads,Beauty,UK,Mobile,1,36.02,15.19,1
ORD-001158,2026-04-19,Meta Ads,Electronics,Turkey,Desktop,1,354.38,259.32,1
ORD-001159,2026-04-19,Organic Search,Apparel,US,Desktop,2,92.54,42.5,0
ORD-001160,2026-04-20,Organic Search,Beauty,Canada,Tablet,2,68.6,19.98,1
ORD-001161,2026-04-20,Google Ads,Home & Living,US,Desktop,2,124.04,74.18,1
ORD-001162,2026-04-20,Organic Search,Apparel,Germany,Mobile,2,139.92,65.83,0
ORD-001163,2026-04-20,Email,Apparel,UK,Mobile,1,62.85,28.64,0
ORD-001164,2026-04-20,Google Ads,Apparel,Turkey,Mobile,4,227.28,96.29,1
ORD-001165,2026-04-20,Meta Ads,Home & Living,Turkey,Desktop,1,79.68,44.24,0
ORD-001166,2026-04-20,Email,Accessories,US,Desktop,2,66.96,26.38,0
ORD-001167,2026-04-20,Direct,Accessories,Turkey,Mobile,1,33.61,14.01,1
ORD-001168,2026-04-20,Organic Search,Apparel,Turkey,Mobile,1,62.6,27.67,1
ORD-001169,2026-04-20,Google Ads,Apparel,Germany,Mobile,1,58.95,26.65,0
ORD-001170,2026-04-20,Organic Search,Apparel,US,Mobile,1,89.08,44.2,0
ORD-001171,2026-04-20,Meta Ads,Accessories,US,Mobile,2,54.8,22.8,1
ORD-001172,2026-04-20,Email,Apparel,US,Mobile,2,92.5,43.63,1
ORD-001173,2026-04-20,Organic Search,Apparel,US,Desktop,2,147.32,70.04,0
ORD-001174,2026-04-20,Meta Ads,Home & Living,Turkey,Mobile,2,163.49,86.71,0
ORD-001175,2026-04-20,Email,Home & Living,US,Mobile,1,65.01,36.2,0
ORD-001176,2026-04-20,Organic Search,Apparel,Canada,Desktop,1,72.29,35.85,0
ORD-001177,2026-04-20,Google Ads,Beauty,Germany,Tablet,2,81.87,32.55,0
ORD-001178,2026-04-20,Organic Search,Apparel,Germany,Mobile,2,158.8,76.23,0
ORD-001179,2026-04-20,Direct,Apparel,US,Desktop,2,105.94,45.42,0
ORD-001180,2026-04-20,Email,Apparel,Germany,Mobile,1,47.39,21.79,0
ORD-001181,2026-04-20,Meta Ads,Electronics,Germany,Desktop,3,823.91,605.61,0
ORD-001182,2026-04-20,Email,Accessories,Germany,Mobile,1,27.91,11.73,0
ORD-001183,2026-04-20,Meta Ads,Home & Living,US,Desktop,2,142.49,82.11,0
ORD-001184,2026-04-20,Organic Search,Beauty,Canada,Mobile,1,35.27,14.44,0
ORD-001185,2026-04-20,Organic Search,Electronics,US,Tablet,2,416.9,303.01,1
ORD-001186,2026-04-20,Google Ads,Beauty,Germany,Tablet,1,45.44,16.97,1
ORD-001187,2026-04-20,Meta Ads,Accessories,UK,Mobile,2,49.45,22.46,0
ORD-001188,2026-04-20,Direct,Electronics,US,Mobile,1,303.65,207.72,0
ORD-001189,2026-04-20,Google Ads,Accessories,Australia,Desktop,2,57.82,25.72,0
ORD-001190,2026-04-20,Email,Home & Living,US,Mobile,1,97.77,54.62,1
ORD-001191,2026-04-21,Meta Ads,Home & Living,Canada,Mobile,1,106.91,59.0,1
ORD-001192,2026-04-21,Meta Ads,Accessories,Australia,Mobile,1,29.08,10.99,1
ORD-001193,2026-04-21,Organic Search,Apparel,US,Desktop,1,54.68,23.72,1
ORD-001194,2026-04-21,Google Ads,Electronics,UK,Mobile,1,255.88,180.7,0
ORD-001195,2026-04-21,Direct,Accessories,Germany,Desktop,2,60.25,28.35,0
ORD-001196,2026-04-21,Meta Ads,Apparel,US,Desktop,1,44.04,20.11,1
ORD-001197,2026-04-21,Google Ads,Apparel,UK,Desktop,1,63.97,32.19,0
ORD-001198,2026-04-21,Google Ads,Home & Living,Germany,Mobile,3,293.29,160.85,0
ORD-001199,2026-04-21,Direct,Apparel,US,Mobile,3,142.31,72.79,0
ORD-001200,2026-04-21,Direct,Apparel,US,Mobile,3,149.8,75.31,1
ORD-001201,2026-04-21,Google Ads,Home & Living,US,Desktop,1,112.32,66.03,1
ORD-001202,2026-04-21,Google Ads,Home & Living,Turkey,Tablet,4,309.6,169.47,0
ORD-001203,2026-04-21,Meta Ads,Home & Living,US,Desktop,2,181.35,100.47,1
ORD-001204,2026-04-21,Google Ads,Electronics,US,Mobile,2,798.26,570.64,0
ORD-001205,2026-04-21,Email,Home & Living,US,Mobile,1,107.15,53.1,0
ORD-001206,2026-04-21,Google Ads,Home & Living,US,Desktop,4,290.0,157.64,1
ORD-001207,2026-04-21,Organic Search,Beauty,US,Mobile,2,89.39,38.35,1
ORD-001208,2026-04-21,Meta Ads,Beauty,Germany,Mobile,3,113.93,41.77,1
ORD-001209,2026-04-21,Meta Ads,Beauty,US,Desktop,2,99.9,35.79,0
ORD-001210,2026-04-21,Meta Ads,Accessories,US,Mobile,3,76.94,28.39,0
ORD-001211,2026-04-21,Google Ads,Beauty,US,Mobile,2,103.91,33.18,1
ORD-001212,2026-04-21,Google Ads,Apparel,UK,Mobile,4,264.91,143.71,1
ORD-001213,2026-04-21,Google Ads,Accessories,US,Mobile,1,39.02,15.31,1
ORD-001214,2026-04-21,Google Ads,Accessories,Germany,Desktop,1,30.35,15.06,0
ORD-001215,2026-04-21,Direct,Electronics,Canada,Mobile,2,341.99,227.79,1
ORD-001216,2026-04-21,Meta Ads,Apparel,Canada,Mobile,2,101.0,43.87,1
ORD-001217,2026-04-21,Meta Ads,Home & Living,US,Mobile,2,188.01,109.88,1
ORD-001218,2026-04-21,Google Ads,Electronics,Turkey,Mobile,2,357.23,269.67,0
ORD-001219,2026-04-21,Email,Beauty,Canada,Desktop,2,73.16,27.2,0
ORD-001220,2026-04-21,Direct,Home & Living,US,Desktop,3,379.12,206.69,0
ORD-001221,2026-04-21,Email,Apparel,UK,Mobile,1,56.99,23.93,1
ORD-001222,2026-04-21,Organic Search,Apparel,Canada,Mobile,3,178.66,76.45,0
ORD-001223,2026-04-21,Email,Accessories,US,Mobile,1,23.2,9.8,0
ORD-001224,2026-04-21,Meta Ads,Apparel,US,Mobile,2,122.1,54.87,0
ORD-001225,2026-04-21,Direct,Beauty,Germany,Mobile,4,121.47,46.2,0
ORD-001226,2026-04-21,Email,Apparel,US,Tablet,1,58.97,29.86,0
ORD-001227,2026-04-21,Google Ads,Electronics,Turkey,Mobile,1,184.24,131.09,0
ORD-001228,2026-04-21,Organic Search,Home & Living,US,Mobile,1,93.76,56.2,0
ORD-001229,2026-04-21,Meta Ads,Apparel,US,Mobile,2,83.95,42.05,0
ORD-001230,2026-04-21,Google Ads,Home & Living,US,Desktop,1,99.55,53.44,0
ORD-001231,2026-04-21,Direct,Beauty,US,Mobile,1,37.92,14.72,0
ORD-001232,2026-04-21,Google Ads,Apparel,Turkey,Tablet,4,203.25,99.52,1
ORD-001233,2026-04-21,Email,Electronics,Australia,Mobile,1,243.87,171.57,0
ORD-001234,2026-04-21,Direct,Beauty,Turkey,Desktop,2,59.65,22.89,0
ORD-001235,2026-04-21,Organic Search,Beauty,UK,Desktop,2,70.88,27.67,0
ORD-001236,2026-04-21,Meta Ads,Home & Living,UK,Mobile,1,83.0,46.13,0
ORD-001237,2026-04-21,Organic Search,Beauty,US,Mobile,1,29.53,11.8,0
ORD-001238,2026-04-21,Email,Apparel,US,Mobile,5,278.68,120.73,0
ORD-001239,2026-04-21,Google Ads,Apparel,Turkey,Desktop,2,105.12,52.73,0
ORD-001240,2026-04-21,Google Ads,Home & Living,UK,Desktop,1,79.4,41.89,0
ORD-001241,2026-04-22,Google Ads,Accessories,US,Desktop,1,28.91,13.67,1
ORD-001242,2026-04-22,Direct,Apparel,Germany,Mobile,1,54.31,27.3,1
ORD-001243,2026-04-22,Organic Search,Home & Living,Turkey,Mobile,3,214.53,118.84,1
ORD-001244,2026-04-22,Email,Accessories,Germany,Mobile,2,58.46,23.19,1
ORD-001245,2026-04-22,Email,Home & Living,US,Mobile,1,108.96,61.1,0
ORD-001246,2026-04-22,Direct,Apparel,US,Desktop,5,248.43,118.53,0
ORD-001247,2026-04-22,Google Ads,Beauty,US,Mobile,2,73.17,31.58,1
ORD-001248,2026-04-22,Organic Search,Beauty,US,Mobile,3,80.9,30.35,0
ORD-001249,2026-04-22,Organic Search,Electronics,Germany,Desktop,1,224.08,152.79,1
ORD-001250,2026-04-22,Google Ads,Apparel,US,Mobile,4,181.2,82.36,0
ORD-001251,2026-04-22,Google Ads,Apparel,US,Desktop,1,47.03,22.17,1
ORD-001252,2026-04-22,Organic Search,Beauty,US,Mobile,1,34.8,10.88,0
ORD-001253,2026-04-22,Direct,Electronics,Turkey,Mobile,4,800.42,569.1,1
ORD-001254,2026-04-22,Organic Search,Apparel,US,Mobile,4,254.08,126.83,1
ORD-001255,2026-04-22,Google Ads,Home & Living,US,Mobile,2,161.82,85.69,0
ORD-001256,2026-04-22,Direct,Accessories,UK,Mobile,1,41.03,16.58,1
ORD-001257,2026-04-22,Google Ads,Apparel,US,Mobile,1,63.46,30.74,0
ORD-001258,2026-04-22,Google Ads,Apparel,Turkey,Mobile,3,178.49,85.71,1
ORD-001259,2026-04-22,Direct,Electronics,US,Mobile,3,735.67,509.49,0
ORD-001260,2026-04-22,Email,Beauty,Canada,Desktop,1,44.14,16.51,0
ORD-001261,2026-04-22,Direct,Home & Living,Germany,Mobile,1,91.76,52.11,0
ORD-001262,2026-04-22,Email,Accessories,Australia,Mobile,2,102.53,42.5,0
ORD-001263,2026-04-22,Organic Search,Apparel,Germany,Mobile,2,96.88,40.63,0
ORD-001264,2026-04-22,Meta Ads,Electronics,Canada,Tablet,1,275.55,191.11,1
ORD-001265,2026-04-22,Meta Ads,Electronics,UK,Desktop,2,603.47,417.3,0
ORD-001266,2026-04-22,Direct,Electronics,UK,Tablet,5,1409.65,1024.99,1
ORD-001267,2026-04-22,Direct,Home & Living,Canada,Desktop,1,89.14,53.68,1
ORD-001268,2026-04-22,Meta Ads,Beauty,Germany,Mobile,2,63.91,25.19,1
ORD-001269,2026-04-22,Meta Ads,Electronics,UK,Desktop,2,483.41,343.37,1
ORD-001270,2026-04-22,Meta Ads,Beauty,US,Mobile,2,75.19,29.58,0
ORD-001271,2026-04-22,Meta Ads,Apparel,US,Desktop,3,200.46,102.86,1
ORD-001272,2026-04-22,Direct,Home & Living,US,Mobile,2,165.43,88.91,1
ORD-001273,2026-04-22,Google Ads,Electronics,US,Mobile,2,438.7,308.44,0
ORD-001274,2026-04-22,Meta Ads,Home & Living,UK,Desktop,1,95.55,55.94,0
ORD-001275,2026-04-22,Direct,Apparel,US,Desktop,2,129.02,62.71,1
ORD-001276,2026-04-22,Organic Search,Accessories,Germany,Tablet,1,31.95,13.79,0
ORD-001277,2026-04-22,Meta Ads,Accessories,Canada,Mobile,1,29.71,12.08,0
ORD-001278,2026-04-22,Meta Ads,Beauty,Germany,Mobile,2,83.57,29.57,1
ORD-001279,2026-04-22,Google Ads,Accessories,Canada,Mobile,2,63.37,28.32,0
ORD-001280,2026-04-22,Google Ads,Apparel,US,Mobile,5,331.42,154.65,0
ORD-001281,2026-04-22,Google Ads,Home & Living,US,Mobile,2,247.33,141.98,1
ORD-001282,2026-04-22,Google Ads,Electronics,Canada,Mobile,3,967.4,681.29,0
ORD-001283,2026-04-22,Google Ads,Accessories,Australia,Desktop,1,25.65,12.03,0
ORD-001284,2026-04-22,Meta Ads,Apparel,Canada,Mobile,2,117.42,51.76,1
ORD-001285,2026-04-22,Google Ads,Apparel,Germany,Desktop,5,276.0,139.41,0
ORD-001286,2026-04-22,Direct,Beauty,Canada,Desktop,1,39.12,12.55,0
ORD-001287,2026-04-22,Google Ads,Apparel,Canada,Desktop,3,139.25,62.87,1
ORD-001288,2026-04-22,Meta Ads,Beauty,Canada,Mobile,2,82.19,31.17,1
ORD-001289,2026-04-23,Direct,Accessories,UK,Mobile,3,87.54,34.34,0
ORD-001290,2026-04-23,Meta Ads,Accessories,US,Desktop,1,38.56,14.65,0
ORD-001291,2026-04-23,Google Ads,Beauty,Australia,Mobile,2,69.38,24.2,1
ORD-001292,2026-04-23,Organic Search,Apparel,US,Desktop,1,87.88,38.73,0
ORD-001293,2026-04-23,Meta Ads,Home & Living,Turkey,Mobile,2,189.66,104.88,0
ORD-001294,2026-04-23,Google Ads,Accessories,Germany,Mobile,5,168.7,68.22,1
ORD-001295,2026-04-23,Direct,Electronics,UK,Desktop,3,761.16,543.38,1
ORD-001296,2026-04-23,Direct,Accessories,UK,Tablet,1,25.22,9.34,0
ORD-001297,2026-04-23,Google Ads,Home & Living,UK,Desktop,2,214.24,116.05,0
ORD-001298,2026-04-23,Email,Apparel,Australia,Mobile,1,53.85,25.51,0
ORD-001299,2026-04-23,Organic Search,Home & Living,Canada,Mobile,1,122.85,67.15,0
ORD-001300,2026-04-23,Meta Ads,Beauty,Australia,Desktop,1,48.76,19.13,0
ORD-001301,2026-04-23,Organic Search,Apparel,UK,Mobile,1,55.45,26.88,0
ORD-001302,2026-04-23,Google Ads,Electronics,US,Mobile,1,266.77,190.73,0
ORD-001303,2026-04-23,Google Ads,Beauty,US,Desktop,3,110.5,34.99,0
ORD-001304,2026-04-23,Direct,Apparel,Australia,Mobile,1,60.2,27.55,0
ORD-001305,2026-04-23,Organic Search,Electronics,UK,Mobile,3,684.87,465.7,1
ORD-001306,2026-04-23,Google Ads,Beauty,UK,Desktop,4,157.18,54.58,0
ORD-001307,2026-04-23,Meta Ads,Beauty,UK,Desktop,2,88.03,34.89,0
ORD-001308,2026-04-23,Direct,Home & Living,UK,Mobile,2,196.92,113.12,1
ORD-001309,2026-04-23,Meta Ads,Accessories,Canada,Mobile,3,66.7,27.87,1
ORD-001310,2026-04-23,Direct,Accessories,Germany,Tablet,1,25.87,10.05,0
ORD-001311,2026-04-23,Direct,Home & Living,Turkey,Desktop,1,114.74,61.83,0
ORD-001312,2026-04-23,Meta Ads,Apparel,US,Desktop,2,119.46,51.36,1
ORD-001313,2026-04-23,Email,Beauty,Germany,Mobile,3,87.94,33.15,0
ORD-001314,2026-04-23,Organic Search,Apparel,US,Tablet,3,201.89,93.32,0
ORD-001315,2026-04-23,Email,Accessories,Australia,Desktop,3,65.5,27.25,0
ORD-001316,2026-04-23,Meta Ads,Home & Living,Germany,Mobile,2,221.49,112.32,0
ORD-001317,2026-04-23,Google Ads,Electronics,UK,Mobile,2,466.44,332.15,1
ORD-001318,2026-04-23,Google Ads,Home & Living,Australia,Desktop,3,282.15,166.15,0
ORD-001319,2026-04-23,Organic Search,Home & Living,UK,Desktop,3,296.28,164.87,0
ORD-001320,2026-04-23,Email,Accessories,US,Desktop,2,77.04,30.67,0
ORD-001321,2026-04-23,Email,Apparel,UK,Tablet,5,217.86,104.26,0
ORD-001322,2026-04-23,Organic Search,Accessories,US,Desktop,3,75.61,30.52,0
ORD-001323,2026-04-23,Google Ads,Apparel,Turkey,Mobile,2,126.81,58.31,1
ORD-001324,2026-04-23,Google Ads,Beauty,Canada,Mobile,1,44.83,17.78,1
ORD-001325,2026-04-23,Email,Accessories,Canada,Desktop,1,24.21,10.58,0
ORD-001326,2026-04-23,Organic Search,Electronics,Turkey,Mobile,3,632.91,427.57,0
ORD-001327,2026-04-23,Email,Apparel,Australia,Mobile,1,49.73,22.63,0
ORD-001328,2026-04-23,Google Ads,Beauty,UK,Desktop,2,61.58,22.16,1
ORD-001329,2026-04-23,Meta Ads,Accessories,US,Mobile,2,56.21,24.24,0
ORD-001330,2026-04-23,Direct,Electronics,US,Desktop,3,551.47,393.56,0
ORD-001331,2026-04-23,Google Ads,Home & Living,Turkey,Mobile,3,296.63,164.54,1
ORD-001332,2026-04-23,Google Ads,Beauty,Turkey,Mobile,3,126.57,45.16,1
ORD-001333,2026-04-23,Organic Search,Apparel,Canada,Mobile,1,72.5,29.76,0
ORD-001334,2026-04-23,Organic Search,Home & Living,US,Desktop,1,77.33,44.9,0
ORD-001335,2026-04-24,Email,Accessories,Australia,Mobile,2,61.09,26.32,0
ORD-001336,2026-04-24,Google Ads,Electronics,Canada,Mobile,1,246.79,170.98,1
ORD-001337,2026-04-24,Direct,Apparel,UK,Mobile,4,214.37,82.58,1
ORD-001338,2026-04-24,Email,Apparel,US,Mobile,5,227.47,108.6,0
ORD-001339,2026-04-24,Google Ads,Apparel,US,Mobile,3,199.58,92.2,0
ORD-001340,2026-04-24,Email,Accessories,Australia,Mobile,1,45.84,19.27,0
ORD-001341,2026-04-24,Organic Search,Home & Living,Germany,Mobile,2,197.68,112.21,0
ORD-001342,2026-04-24,Meta Ads,Beauty,US,Mobile,1,32.61,11.08,0
ORD-001343,2026-04-24,Meta Ads,Accessories,Turkey,Mobile,3,88.09,39.87,0
ORD-001344,2026-04-24,Organic Search,Apparel,Germany,Desktop,2,101.87,53.27,0
ORD-001345,2026-04-24,Email,Beauty,Turkey,Mobile,4,138.72,49.43,1
ORD-001346,2026-04-24,Direct,Apparel,UK,Mobile,1,48.42,22.46,0
ORD-001347,2026-04-24,Meta Ads,Apparel,UK,Tablet,1,71.87,34.11,0
ORD-001348,2026-04-24,Organic Search,Apparel,Turkey,Mobile,5,224.44,110.98,1
ORD-001349,2026-04-24,Email,Electronics,Turkey,Desktop,2,497.85,329.34,0
ORD-001350,2026-04-24,Organic Search,Electronics,Turkey,Desktop,3,1108.47,778.39,0
ORD-001351,2026-04-24,Organic Search,Home & Living,Australia,Desktop,4,284.88,150.73,0
ORD-001352,2026-04-24,Meta Ads,Apparel,UK,Mobile,2,123.68,59.88,1
ORD-001353,2026-04-24,Email,Apparel,US,Mobile,1,57.07,25.44,0
ORD-001354,2026-04-24,Meta Ads,Beauty,US,Desktop,2,94.14,29.98,0
ORD-001355,2026-04-24,Google Ads,Apparel,Turkey,Desktop,3,187.85,100.75,1
ORD-001356,2026-04-24,Organic Search,Beauty,US,Mobile,5,135.69,53.7,1
ORD-001357,2026-04-24,Meta Ads,Accessories,Canada,Desktop,1,30.78,12.15,0
ORD-001358,2026-04-24,Google Ads,Beauty,Turkey,Mobile,2,71.24,28.17,0
ORD-001359,2026-04-24,Google Ads,Home & Living,Turkey,Desktop,1,97.27,56.93,1
ORD-001360,2026-04-24,Email,Home & Living,Turkey,Desktop,2,238.19,125.9,0
ORD-001361,2026-04-24,Direct,Home & Living,Germany,Mobile,3,257.33,143.35,0
ORD-001362,2026-04-24,Meta Ads,Accessories,UK,Desktop,4,94.08,41.43,1
ORD-001363,2026-04-24,Google Ads,Accessories,Turkey,Tablet,1,29.88,12.64,1
ORD-001364,2026-04-24,Email,Electronics,US,Desktop,1,357.78,250.35,0
ORD-001365,2026-04-24,Meta Ads,Home & Living,US,Mobile,1,80.81,45.07,0
ORD-001366,2026-04-24,Direct,Beauty,Turkey,Desktop,1,33.06,12.76,1
ORD-001367,2026-04-24,Organic Search,Apparel,Canada,Desktop,1,47.62,21.43,0
ORD-001368,2026-04-24,Google Ads,Home & Living,UK,Mobile,3,232.76,120.37,1
ORD-001369,2026-04-24,Organic Search,Home & Living,US,Desktop,1,87.36,53.31,0
ORD-001370,2026-04-24,Meta Ads,Beauty,UK,Mobile,1,40.63,13.31,0
ORD-001371,2026-04-24,Email,Electronics,Turkey,Desktop,2,587.87,432.83,0
ORD-001372,2026-04-24,Google Ads,Apparel,Germany,Desktop,1,68.52,32.66,0
ORD-001373,2026-04-24,Direct,Apparel,UK,Mobile,1,62.76,27.72,1
ORD-001374,2026-04-24,Email,Home & Living,Germany,Tablet,4,301.44,149.74,1
ORD-001375,2026-04-24,Direct,Accessories,Turkey,Mobile,1,34.02,14.71,0
ORD-001376,2026-04-24,Direct,Accessories,Turkey,Mobile,1,32.96,13.45,1
ORD-001377,2026-04-24,Google Ads,Electronics,UK,Mobile,2,416.94,310.2,0
ORD-001378,2026-04-24,Organic Search,Apparel,Germany,Mobile,1,40.16,18.46,1
ORD-001379,2026-04-25,Email,Apparel,Germany,Desktop,1,50.65,23.42,1
ORD-001380,2026-04-25,Google Ads,Accessories,Turkey,Mobile,1,31.63,14.78,1
ORD-001381,2026-04-25,Organic Search,Apparel,UK,Mobile,2,114.66,50.83,1
ORD-001382,2026-04-25,Google Ads,Beauty,US,Mobile,3,158.74,53.12,1
ORD-001383,2026-04-25,Google Ads,Beauty,US,Mobile,1,37.0,14.75,0
ORD-001384,2026-04-25,Google Ads,Home & Living,US,Desktop,1,100.0,52.53,0
ORD-001385,2026-04-25,Organic Search,Electronics,Germany,Desktop,2,469.64,317.66,1
ORD-001386,2026-04-25,Organic Search,Beauty,Canada,Desktop,1,44.52,16.96,0
ORD-001387,2026-04-25,Email,Beauty,US,Desktop,3,97.69,39.12,0
ORD-001388,2026-04-25,Google Ads,Apparel,US,Desktop,5,301.97,148.7,1
ORD-001389,2026-04-25,Organic Search,Beauty,US,Mobile,2,79.4,32.32,0
ORD-001390,2026-04-25,Email,Apparel,US,Tablet,4,208.16,98.19,0
ORD-001391,2026-04-25,Meta Ads,Home & Living,Turkey,Tablet,1,96.58,55.58,1
ORD-001392,2026-04-25,Google Ads,Home & Living,US,Desktop,1,97.9,56.08,1
ORD-001393,2026-04-25,Google Ads,Beauty,US,Desktop,1,28.82,11.31,0
ORD-001394,2026-04-25,Google Ads,Home & Living,US,Mobile,1,84.54,42.27,0
ORD-001395,2026-04-25,Direct,Apparel,US,Mobile,1,52.27,20.18,0
ORD-001396,2026-04-25,Meta Ads,Home & Living,US,Desktop,2,168.47,93.45,1
ORD-001397,2026-04-25,Organic Search,Apparel,UK,Mobile,2,149.26,69.54,0
ORD-001398,2026-04-25,Email,Home & Living,US,Mobile,1,70.22,38.4,0
ORD-001399,2026-04-25,Meta Ads,Home & Living,US,Mobile,2,165.58,95.58,0
